epoch,train_loss,train_recon,train_kl,val_loss,val_recon,val_kl
1,10.366846106868254,7.6952705,26.716047,10.901385561655328,8.249604,26.51785
2,7.637713392010066,5.106658,25.310509,10.75293979576914,8.197115,25.558165
3,7.333498470229807,4.8132133,25.20284,10.823552410810661,8.203835,26.19714
4,7.173456846201124,4.6595616,25.139095,10.786079070803323,8.181123,26.049536
5,7.070683053416718,4.5618143,25.08858,10.75531331085845,8.105938,26.493727
6,6.995083333833697,4.4892907,25.057863,10.767280564136257,8.147628,26.196562
7,6.9378156463191925,4.4343033,25.03514,10.738526916368194,8.124275,26.14261
8,6.892512759108212,4.3910985,25.01405,10.908935690593479,8.287606,26.213232
9,6.852501936783763,4.3545947,24.9791,10.86618882871219,8.300309,25.658762
10,6.819407127055839,4.322855,24.96558,10.91566997702027,8.362945,25.527256
11,6.791048706090555,4.2963567,24.946901,10.798294927668993,8.23726,25.61044
12,6.767448861715039,4.274671,24.927778,10.826296343636,8.312723,25.135672
13,6.744727491521879,4.253783,24.909464,10.850964272813975,8.329145,25.218122
14,6.724893497836352,4.235003,24.898838,10.876952632181547,8.309747,25.672047
15,6.70576619382982,4.218,24.877674,10.913355663922067,8.371806,25.41535
16,6.68936165044159,4.2025123,24.86855,10.83862388098939,8.326952,25.116673
17,6.674145973708921,4.1872835,24.8685,10.853974693074857,8.273694,25.802732
